hts8,brief_description,quantity_1_code,quantity_2_code,wto_binding_code,mfn_text_rate,mfn_rate_type_code,mfn_ave,mfn_ad_val_rate,mfn_specific_rate,mfn_other_rate,col1_special_text,col1_special_mod,gsp_indicator,gsp_ctry_excluded,apta_indicator,civil_air_indicator,nafta_canada_ind,nafta_mexico_ind,mexico_rate_type_code,mexico_ad_val_rate,mexico_specific_rate,cbi_indicator,cbi_ad_val_rate,cbi_specific_rate,agoa_indicator,cbtpa_indicator,cbtpa_rate_type_code,cbtpa_ad_val_rate,cbtpa_specific_rate,israel_fta_indicator,atpa_indicator,atpa_ad_val_rate,atpa_specific_rate,atpdea_indicator,jordan_indicator,jordan_rate_type_code,jordan_ad_val_rate,jordan_specific_rate,jordan_other_rate,singapore_indicator,singapore_rate_type_code,singapore_ad_val_rate,singapore_specific_rate,singapore_other_rate,chile_indicator,chile_rate_type_code,chile_ad_val_rate,chile_specific_rate,chile_other_rate,morocco_indicator,morocco_rate_type_code,morocco_ad_val_rate,morocco_specific_rate,morocco_other_rate,australia_indicator,australia_rate_type_code,australia_ad_val_rate,australia_specific_rate,australia_other_rate,bahrain_indicator,bahrain_rate_type_code,bahrain_ad_val_rate,bahrain_specific_rate,bahrain_other_rate,dr_cafta_indicator,dr_cafta_rate_type_code,dr_cafta_ad_val_rate,dr_cafta_specific_rate,dr_cafta_other_rate,dr_cafta_plus_indicator,dr_cafta_plus_rate_type_code,dr_cafta_plus_ad_val_rate,dr_cafta_plus_specific_rate,dr_cafta_plus_other_rate,oman_indicator,oman_rate_type_code,oman_ad_val_rate,oman_specific_rate,oman_other_rate,peru_indicator,peru_rate_type_code,peru_ad_val_rate,peru_specific_rate,peru_other_rate,pharmaceutical_ind,dyes_indicator,col2_text_rate,col2_rate_type_code,col2_ad_val_rate,col2_specific_rate,col2_other_rate,begin_effect_date,end_effective_date,footnote_comment,additional_duty,korea_indicator,korea_rate_type_code,korea_ad_val_rate,korea_specific_rate,korea_other_rate,colombia_indicator,colombia_rate_type_code,colombia_ad_val_rate,colombia_specific_rate,colombia_other_rate,panama_indicator,panama_rate_type_code,panama_ad_val_rate,panama_specific_rate,panama_other_rate,nepal_indicator,japan_indicator,japan_rate_type_code,japan_ad_val_rate,japan_specific_rate,japan_other_rate,usmca_indicator,usmca_rate,usmca_ad_val_rate,usmca_specific,usmca_other_rate
"04049050","Dairy products of nat. milk constituents (except protein conc.), descr. in add. US nte 1 to Ch. 4 & not subj to GN15 or Ch4 US note 10","KG",,"B","$1.189/kg + 8.5%","4",,0.08,1.18,0,"Free (BH,CL,JO,MX,OM,SG) 47.5 cents/kg + 3.4% (PA) 59.4 cents/kg + 4.2% (P) See 9912.04.30, 9912.04.38 (MA) See 9913.04.25 (AU) See 9915.04.30, 9915.04.38, 9915.04.62 (P+) See 9917.04.20, 9917.04.26 (PE) See 9918.04.60, 9918.04.66 (CO) See 9920.04.10, 9920.04.16 (KR) See 9823.06.01-9823.06.09 (S+)",,,,,,,"MX","0",0,0,,,,,,,,,,,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","9",9999.99,9999.99,9999.99,"AU","9",9999.99,9999.99,9999.99,"BH","0",0,0,0,"P","4",0.04,0.59,0,"P+","9",9999.99,9999.99,9999.99,"OM","0",0,0,0,"PE","9",9999.99,9999.99,9999.99,,,"$1.399/kg + 10%","4",0.1,1.39,0,07/01/2020,12/31/2020,"<desc>  See subheadings 9904.04.50-9904.05.01.",,"KR","9",9999.99,9999.99,9999.99,"CO","9",9999.99,9999.99,9999.99,"PA","4",0.03,0.47,0,,,,,,,"S+","9",9999.99,9999.99,9999.99
"04049050","Dairy products of nat. milk constituents (except protein conc.), descr. in add. US nte 1 to Ch. 4 & not subj to GN15 or Ch4 US note 10","KG",,"B","$1.189/kg + 8.5%","4",,0.08,1.18,0,"Free (BH,CL,JO,MX,OM,SG) 47.5 cents/kg + 3.4% (PA) 59.4 cents/kg + 4.2% (P) See 9912.04.30, 9912.04.38 (MA) See 9913.04.25 (AU) See 9915.04.30, 9915.04.38, 9915.04.62 (P+) See 9917.04.20, 9917.04.26 (PE) See 9918.04.60, 9918.04.66 (CO) See 9920.04.10, 9920.04.16 (KR)",,,,,,,"MX","0",0,0,,,,,,,,,,,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","9",9999.99,9999.99,9999.99,"AU","9",9999.99,9999.99,9999.99,"BH","0",0,0,0,"P","4",0.04,0.59,0,"P+","9",9999.99,9999.99,9999.99,"OM","0",0,0,0,"PE","9",9999.99,9999.99,9999.99,,,"$1.399/kg + 10%","4",0.1,1.39,0,01/01/2020,06/30/2020,"<desc>  See subheadings 9904.04.50-9904.05.01.",,"KR","9",9999.99,9999.99,9999.99,"CO","9",9999.99,9999.99,9999.99,"PA","4",0.03,0.47,0,,,,,,,,,,,
"04049070","Products consisting of natural milk constituents (except protein conc.), whether or not sweetened, not descr. in add US note 1 to Ch. 4","KG",,"B","8.5%","7",,0.08,0,0,"Free (A+,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG) 1.3% (AU)",,"A+",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","7",0.008,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"20%","7",0.2,0,0,07/01/2020,12/31/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"04049070","Products consisting of natural milk constituents (except protein conc.), whether or not sweetened, not descr. in add US note 1 to Ch. 4","KG",,"B","8.5%","7",,0.08,0,0,"Free (A+,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 1.3% (AU)",,"A+",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","7",0.008,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"20%","7",0.2,0,0,01/01/2020,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"04051005","Butter subject to general note 15 (outside quota)","KG",,"B","12.3 cents/kg","1",,0,0.12,0,"Free (A+,AU,BH, CA,CL,CO,D,E, IL,JO,KR,MA, MX,OM,P,PA, PE,SG)",,"A+",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"30.9 cents/kg","1",0,0.3,0,10/31/2012,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"04051005","Butter subject to general note 15 (outside quota)","KG",,"B","12.3 cents/kg","1",,0,0.12,0,"Free (A+,AU,BH, CA,CL,CO,D,E, IL,JO,KR,MA, MX,OM,P,PA, PE,S,SG)",,"A+",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"30.9 cents/kg","1",0,0.3,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"04051010","Butter subject to quota pursuant to chapter 4 additional US note 6","KG",,"B","12.3 cents/kg","1",,0,0.12,0,"Free (A+,BH,CA,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,"A+",,,,"CA",,,,,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,,,,,,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"30.9 cents/kg","1",0,0.3,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"04051010","Butter subject to quota pursuant to chapter 4 additional US note 6","KG",,"B","12.3 cents/kg","1",,0,0.12,0,"Free (A+,BH,CA,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,SG)",,"A+",,,,"CA",,,,,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,,,,,,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"30.9 cents/kg","1",0,0.3,0,01/01/2016,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"04051020","Butter not subject to general note 15 and in excess of quota in chapter 4 additional U.S. note 6","KG",,"B","$1.541/kg","1",,0,1.54,0,"Free (BH,CL,JO,MX,OM,SG) 15.4 cents/kg (KR) 30.8 cents/kg (PE) 61.6 cents/kg (PA) 77 cents/kg (P) See 9908.04.01 (IL) See 9912.04.10, 9912.04.14 (MA) See 9913.04.10 (AU) See 9915.04.05, 9915.04.09, 9915.04.15 (P+) See 9918.04.04, 9918.04.06 (CO)",,,,,,,"MX","0",0,0,,,,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","9",9999.99,9999.99,9999.99,"AU","9",9999.99,9999.99,9999.99,"BH","0",0,0,0,"P","1",0,0.77,0,"P+","9",9999.99,9999.99,9999.99,"OM","0",0,0,0,"PE","1",0,0.3,0,,,"$1.813/kg","1",0,1.81,0,01/01/2020,06/30/2020,"<desc>  See subheadings 9904.04.09-9904.04.21.",,"KR","1",0,0.15,0,"CO","9",9999.99,9999.99,9999.99,"PA","1",0,0.61,0,,,,,,,,,,,
"04051020","Butter not subject to general note 15 and in excess of quota in chapter 4 additional U.S. note 6","KG",,"B","$1.541/kg","1",,0,1.54,0,"Free (BH,CL,JO,MX,OM,SG) 15.4 cents/kg (KR) 30.8 cents/kg (PE) 61.6 cents/kg (PA) 77 cents/kg (P) See 9908.04.01 (IL) See 9912.04.10, 9912.04.14 (MA) See 9913.04.10 (AU) See 9915.04.05, 9915.04.09, 9915.04.15 (P+) See 9918.04.04, 9918.04.06 (CO) See 9823.03.01-9823.03.11 (S+)",,,,,,,"MX","0",0,0,,,,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","9",9999.99,9999.99,9999.99,"AU","9",9999.99,9999.99,9999.99,"BH","0",0,0,0,"P","1",0,0.77,0,"P+","9",9999.99,9999.99,9999.99,"OM","0",0,0,0,"PE","1",0,0.3,0,,,"$1.813/kg","1",0,1.81,0,07/01/2020,12/31/2020,"<desc>  See subheadings 9904.04.09-9904.04.21.",,"KR","1",0,0.15,0,"CO","9",9999.99,9999.99,9999.99,"PA","1",0,0.61,0,,,,,,,"S+","9",9999.99,9999.99,9999.99
"04052010","Butter substitute dairy spreads, over 45% butterfat weight, subject to general note 15 (outside quota)","KG",,"B","15.4 cents/kg","1",,0,0.15,0,"Free (A+,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,"A+",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"31 cents/kg","1",0,0.31,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"04052010","Butter substitute dairy spreads, over 45% butterfat weight, subject to general note 15 (outside quota)","KG",,"B","15.4 cents/kg","1",,0,0.15,0,"Free (A+,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,"A+",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"31 cents/kg","1",0,0.31,0,01/01/2016,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"04052020","Butter substitute dairy spreads, over 45% butterfat weight, subject to quota pursuant to chapter 4 additional US note 14","KG",,"B","15.4 cents/kg","1",,0,0.15,0,"Free (A+,BH,CA,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,SG)",,"A+",,,,"CA",,,,,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,,,,,,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"31 cents/kg","1",0,0.31,0,01/01/2016,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"04052020","Butter substitute dairy spreads, over 45% butterfat weight, subject to quota pursuant to chapter 4 additional US note 14","KG",,"B","15.4 cents/kg","1",,0,0.15,0,"Free (A+,BH,CA,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,"A+",,,,"CA",,,,,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,,,,,,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"31 cents/kg","1",0,0.31,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"04052030","Butter substitute dairy spreads, over 45% butterfat weight, not subj to gen note 15 and in excess of quota in ch. 4 additional US note 14","KG",,"B","$1.996/kg","1",,0,1.99,0,"Free (BH,CL,JO,MX,OM,SG) 99.8 cents/kg (P) 19.9 cents/kg (KR) 39.9 cents/kg (PE) 79.8 cents/kg (PA) See 9912.04.10, 9912.04.15 (MA) See 9913.04.10 (AU) See 9915.04.05, 9915.04.10, 9915.04.16 (P+) See 9918.04.04, 9918.04.07 (CO) See 9823.03.01-9823.03.11 (S+)",,,,,,,"MX","0",0,0,,,,,,,,,,,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","9",9999.99,9999.99,9999.99,"AU","9",9999.99,9999.99,9999.99,"BH","0",0,0,0,"P","1",0,0.99,0,"P+","9",9999.99,9999.99,9999.99,"OM","0",0,0,0,"PE","1",0,0.39,0,,,"$2.348/kg","1",0,2.34,0,07/01/2020,12/31/2020,"<desc>  See subheadings 9904.05.37-9904.05.47.",,"KR","1",0,0.19,0,"CO","9",9999.99,9999.99,9999.99,"PA","1",0,0.79,0,,,,,,,"S+","9",9999.99,9999.99,9999.99
"04052030","Butter substitute dairy spreads, over 45% butterfat weight, not subj to gen note 15 and in excess of quota in ch. 4 additional US note 14","KG",,"B","$1.996/kg","1",,0,1.99,0,"Free (BH,CL,JO,MX,OM,SG) 99.8 cents/kg (P) 19.9 cents/kg (KR) 39.9 cents/kg (PE) 79.8 cents/kg (PA) See 9912.04.10, 9912.04.15 (MA) See 9913.04.10 (AU) See 9915.04.05, 9915.04.10, 9915.04.16 (P+) See 9918.04.04, 9918.04.07 (CO)",,,,,,,"MX","0",0,0,,,,,,,,,,,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","9",9999.99,9999.99,9999.99,"AU","9",9999.99,9999.99,9999.99,"BH","0",0,0,0,"P","1",0,0.99,0,"P+","9",9999.99,9999.99,9999.99,"OM","0",0,0,0,"PE","1",0,0.39,0,,,"$2.348/kg","1",0,2.34,0,01/01/2020,06/30/2020,"<desc>  See subheadings 9904.05.37-9904.05.47.",,"KR","1",0,0.19,0,"CO","9",9999.99,9999.99,9999.99,"PA","1",0,0.79,0,,,,,,,,,,,
"04052040","Butter substitute dairy spreads, containing 45% or less butterfat by weight","KG",,"B","13.1 cents/kg","1",,0,0.13,0,"Free (A+,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG) 1.3 cents/kg (AU)",,"A+",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","1",0,0.01,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"31 cents/kg","1",0,0.31,0,07/01/2020,12/31/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"04052040","Butter substitute dairy spreads, containing 45% or less butterfat by weight","KG",,"B","13.1 cents/kg","1",,0,0.13,0,"Free (A+,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 1.3 cents/kg (AU)",,"A+",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","1",0,0.01,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"31 cents/kg","1",0,0.31,0,01/01/2020,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"04052050","Other dairy spreads of a type provided in chapter 4 additional US note 1, subject to general note 15 (outside quota)","KG",,"B","10%","7",,0.1,0,0,"Free (A+,AU,BH,CA,CL,CO,D,E,IL,JO,MA,MX,OM,P,PA,PE,S,SG) 1% (KR)",,"A+",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"20%","7",0.2,0,0,07/01/2020,12/31/2020,,,"KR","7",0.01,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"04052050","Other dairy spreads of a type provided in chapter 4 additional US note 1, subject to general note 15 (outside quota)","KG",,"B","10%","7",,0.1,0,0,"Free (A+,AU,BH,CA,CL,CO,D,E,IL,JO,MA,MX,OM,P,PA,PE,SG) 1% (KR)",,"A+",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"20%","7",0.2,0,0,01/01/2020,06/30/2020,,,"KR","7",0.01,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"04052060","Other dairy spreads of a type provided in ch. 4 add. US note 1, subject to quota pursuant to chapter 4 additional US note 10","KG",,"B","10%","7",,0.1,0,0,"Free (A+,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,SG)",,"A+",,,,"CA",,,,,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"20%","7",0.2,0,0,01/01/2016,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"04052060","Other dairy spreads of a type provided in ch. 4 add. US note 1, subject to quota pursuant to chapter 4 additional US note 10","KG",,"B","10%","7",,0.1,0,0,"Free (A+,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,"A+",,,,"CA",,,,,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"20%","7",0.2,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"04052070","Other dairy spreads of a type provided in ch. 4 add. US note 1, not subject to gen note 15 and in excess of quota in ch. 4 add. US note 10","KG",,"B","70.4 cents/kg + 8.5%","4",,0.08,0.7,0,"Free (BH,CL,JO,MX,OM,SG) 28.1 cents/kg + 3.4% (PA) 35.2 cents/kg + 4.2% (P) See 9912.04.30, 9912.04.39 (MA) See 9913.04.25 (AU) See 9915.04.30, 9915.04.39, 9915.04.63 (P+) See 9917.04.20, 9917.04.27 (PE) See 9918.04.60, 9918.04.67 (CO) See 9920.04.10, 9920.04.17 (KR) See 9823.03.01-9823.03.11 (S+)",,,,,,,"MX","0",0,0,,,,,,,,,,,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","9",9999.99,9999.99,9999.99,"AU","9",9999.99,9999.99,9999.99,"BH","0",0,0,0,"P","4",0.04,0.35,0,"P+","9",9999.99,9999.99,9999.99,"OM","0",0,0,0,"PE","9",9999.99,9999.99,9999.99,,,"82.8 cents/kg + 10%","4",0.1,0.82,0,07/01/2020,12/31/2020,"<desc>  See subheadings 9904.04.50-9904.05.01.",,"KR","9",9999.99,9999.99,9999.99,"CO","9",9999.99,9999.99,9999.99,"PA","4",0.03,0.28,0,,,,,,,"S+","9",9999.99,9999.99,9999.99
"04052070","Other dairy spreads of a type provided in ch. 4 add. US note 1, not subject to gen note 15 and in excess of quota in ch. 4 add. US note 10","KG",,"B","70.4 cents/kg + 8.5%","4",,0.08,0.7,0,"Free (BH,CL,JO,MX,OM,SG) 28.1 cents/kg + 3.4% (PA) 35.2 cents/kg + 4.2% (P) See 9912.04.30, 9912.04.39 (MA) See 9913.04.25 (AU) See 9915.04.30, 9915.04.39, 9915.04.63 (P+) See 9917.04.20, 9917.04.27 (PE) See 9918.04.60, 9918.04.67 (CO) See 9920.04.10, 9920.04.17 (KR)",,,,,,,"MX","0",0,0,,,,,,,,,,,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","9",9999.99,9999.99,9999.99,"AU","9",9999.99,9999.99,9999.99,"BH","0",0,0,0,"P","4",0.04,0.35,0,"P+","9",9999.99,9999.99,9999.99,"OM","0",0,0,0,"PE","9",9999.99,9999.99,9999.99,,,"82.8 cents/kg + 10%","4",0.1,0.82,0,01/01/2020,06/30/2020,"<desc>  See subheadings 9904.04.50-9904.05.01.",,"KR","9",9999.99,9999.99,9999.99,"CO","9",9999.99,9999.99,9999.99,"PA","4",0.03,0.28,0,,,,,,,,,,,
"04052080","Other dairy spreads, not butter substitutes or of a type provided for in chapter 4 additional US note 1","KG",,"B","6.4%","7",,0.06,0,0,"Free (A,AU,BH,CA,CL,CO,D,E,IL,JO,MA,MX,OM,P,PA,PE,S,SG) 0.6% (KR)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"20%","7",0.2,0,0,07/01/2020,12/31/2020,,,"KR","7",0.006,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"04052080","Other dairy spreads, not butter substitutes or of a type provided for in chapter 4 additional US note 1","KG",,"B","6.4%","7",,0.06,0,0,"Free (A,AU,BH,CA,CL,CO,D,E,IL,JO,MA,MX,OM,P,PA,PE,SG) 0.6% (KR)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"20%","7",0.2,0,0,01/01/2020,06/30/2020,,,"KR","7",0.006,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"04059005","Fats and oils derived from milk, other than butter or dairy spreads, subject to general note 15 (outside quota)","KG",,"B","10%","7",,0.1,0,0,"Free (A+,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,"A+",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"20%","7",0.2,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"04059005","Fats and oils derived from milk, other than butter or dairy spreads, subject to general note 15 (outside quota)","KG",,"B","10%","7",,0.1,0,0,"Free (A+,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,"A+",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"20%","7",0.2,0,0,01/01/2016,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"04059010","Fats and oils derived from milk, other than butter or dairy spreads, subject to quota pursuant to chapter 4 additional US note 14","KG",,"B","10%","7",,0.1,0,0,"Free (A+,BH,CA,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",,"A+",,,,"CA",,,,,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,,,,,,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"20%","7",0.2,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"04059010","Fats and oils derived from milk, other than butter or dairy spreads, subject to quota pursuant to chapter 4 additional US note 14","KG",,"B","10%","7",,0.1,0,0,"Free (A+,BH,CA,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,SG)",,"A+",,,,"CA",,,,,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,,,,,,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"20%","7",0.2,0,0,01/01/2016,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
